番号,判定,総プレイ時間(時間),レビュー本文
25,おすすめしない,214,"モンスターハンターシリーズ20周年を経て発売された最新作『モンスターハンターワイルズ』。

　本作は、開発者の“こだわり”が随所に感じられる作品である。
美しいフィールド、環境や生態系を重視した世界観、シームレスな狩猟体験など、
目指している方向性自体は理解できる。
アクション面にも確かに楽しい部分はあり、戦っていて気持ちの良い瞬間も多い。

　しかし、実際に長く遊ぶほど、UI、導線、クエスト設計、キャラクター編集チケット、快適性など、
遊びやすさに関わる部分で不満が積み重なっていく。
発売当初と比べれば、アップデートによって最適化やクラッシュ頻度、
アイテムボックス周りなどは改善されている。
それでも、根本的なゲーム設計や快適性への不満は残っており、
現時点では人におすすめしづらい作品である。


ストーリー / キャラクター
2点 / 5点

　少年ナタと“白の孤影”を巡る、人と自然の物語。
『ワールド』『アイスボーン』に引き続き、“調和”を重視した路線でストーリーが展開される。
もちろん、モンハンシリーズにストーリーがあること自体は悪いことではない。
ただ、今作ではプレイヤーに想像の余地を残すというよりも、
開発者が見せたい物語や価値観を強く提示してくる印象があった。
　 主人公が喋るようになったことで、プレイヤー自身の分身として遊ぶ感覚は薄くなり、
キャラクターの行動や発言に違和感を覚える場面も増えた。
また、ナタの扱いやサポートハンターたちの魅力についても、前作の盟友たちと比べると物足りなさを感じた。
　個人的には、モンハンシリーズは大きなストーリーがありつつも、
「モンスターの鳴き声を目覚ましにしたいから捕獲してほしい」
「商隊が通れないから討伐してほしい」
といった、クエストごとの小さな背景や、狩る理由が見える形式の方が好きだった。
プレイヤー自身で想像・妄想できる余白があった方が、モンハンらしさを感じられる。


マップ / グラフィック
2.5点 / 5点

　グラフィックはとても美しいが、
公式推奨環境の時点でフレーム生成前提の1080p / 60fps・中設定であり、
快適に遊ぶにはかなり余裕のあるPC環境が欲しい。
発売当初と比べれば、少なくとも自分の環境では最適化も進み、クラッシュも大幅に減った。
しかし、全体的な視認性とマップ構造がかなり悪いと感じた。
　マップについては、狩猟エリアが似通いがちで、立ち寄ることがないエリアが多い。
また、余計な地形・段差が多く、周回していると事故死やイライラが積み重なってくる。
さらに、戦う場所によっては、狭く、余計な段差があり、快適とは言いがたい。
また、セグレトの自動追尾のため、マップを覚える必要がない。


UI関連
1点 / 5点

　酷いの一言に尽きる。 アップデートを重ねて、だいぶマシになったが、それでもひどい。
UIがごちゃごちゃしており、直感的に分かりづらいものが多い。
釣り、メインメニュー、バフアイテムの残り時間、武器・装備の作成手順、アイテムポーチや装備一覧など、
挙げればきりがない。
モンスターの弱点表示が★マーク中心になったことにも不満がある。
過去作では、作品によっては部位ごとの有効度を数値で確認できたため、
今作の★マーク表記は情報が大ざっぱに感じた。
初登場のモンスターや、詳細がまだ分からないモンスターなら理解できなくもない。
しかし、過去作にも登場していたモンスターまで★マーク表記にする必要性は理解できない。
また、個人的には会心発生時のエフェクトが地味に感じる点も気になった。
会心は火力だけでなく、攻撃が決まったときの気持ちよさにも関わる要素だと思う。
今作では、その視覚的な爽快感が薄く、少し物足りなかった。

UIはアップデートで多少改善はしてきているが、根本的に大改修しなければいけないと感じる。

もちろん、慣れれば…と言うが慣れる前に人が離れてしまったら意味がない。


アクション関連
4点 / 5点

　多彩で爽快感のあるアクション。
戦っていて楽しいアクションが多く、ワイルズで評価できる点の一つと言ってもいい。
　しかし、新アクションである相殺や鍔迫り合いなどは、それを使わないと火力を出しづらい場面がある。
一方で、武器種によっては対応していない要素もあり、武器間の体験差には改善の余地があると感じた。
　武器の持ち替えについても、一度セグレトに乗らなければならずテンポが悪い。
さらに、武器スキルと防具スキルが分かれているため、実用的な持ち替えとしては使いづらい。
実際には、RTAや狩猟開始時の補助として使っている人が多いように感じる。


BGM
3点 / 5点

　なぜか耳に残らない。
過去作では、このモンスターのBGMは良いと感じることはあったが、今作は、なぜか、BGMが耳に残らない。
もちろん、好きなBGMや素晴らしいBGMはある。


オトモ・セグレトについて
2.5点 / 5点

　オトモは人語を話すようになったが、ゲームプレイ上の存在感は薄い。
ソロ、または人数を制限した状態でなければ一緒に戦えず、マルチではキャンプで待機していることが多い。
過去作のように、マルチでもオトモを連れて狩りに行きたかった。
　セグレトは便利な移動手段ではあるが、挙動にストレスを感じる場面が多い。
自動追尾でモンスターに突っ込む、戦闘中に周囲をうろつく、セグレト受け身後に攻撃へ突っ込むなど、
便利さよりも煩わしさが勝つ場面がある。
また、あるモンスターとの戦闘中には、
他プレイヤーのセグレトと一か所に集まって「ピーピー」と鳴いているだけに見える場面もあり、
過去作のガルクのように一緒に戦ってほしかった。
アップデートを重ねて、セグレトも多少賢くなったとはいえ、まだ“アホの子”である。

 
モンスターについて
2点 / 5点

　過去作と比べても、満足できるほど多いとは感じなかった。
護竜モンスターは新鮮さよりも流用感が強く、追加モンスターとしての満足感は薄かった。

世界観の演出やコラボ、環境表現に力が入っているのは分かる。
しかし、モンスターハンターというタイトルである以上、
メインであるモンスター数や狩猟体験の幅に、もう少し重きを置いてほしかった。


ゲーム設計・ゲームシステム面
1点 / 5点

・モンスターのレア素材の価値が薄い
・大集会場の導線上の意味が薄い
・食材を自由に購入できず、食事周りが面倒
・環境生物に力を入れているのに、マイハウス要素がない
・武器・装備作成時の加工シーンが毎回入る
・関係ないモンスターの状態異常通知など、不要な通知が多い
・良い報酬のクエストを出すために休憩を繰り返す構造になりがち
・オープンワールドの意味があまり感じられない
・スキルのビルド幅が限られている（武器スキル/防具スキルと分かれている弊害）

挙げればきりがないが、全体的に“開発者の見せたい体験”や“世界観重視の設計”などの押し付け感を感じる。
他の項目と被る部分もあるが、開発者の“こだわり”が随所に実装されている。
アップデートを重ね、数多く改善されてきたが、過去作の無印作品と比べても、
　開発者の“こだわり”とユーザーの求めているものや、楽しく遊ぶといった点が大きく乖離していると感じた。


課金要素について
1点 / 5点

　着せ替えやチャットスタンプなど、DLCは数多く販売されている。
価格自体は平均的だと思う。
　しかし、キャラクリ券が有料かつ回数制限ありなのは理解しづらい。
髪型やメイクなど一部の外見はテントで変更できるが、
顔や声などを含む本格的なキャラクリのやり直しはチケット制で、しかも有限である。
フルプライスで購入したゲームで、キャラクリをし直すためのチケットが
有料なのは100歩譲って理解するとしても、回数が有限なのは意味が分からない。
仮にキャラクリ無制限チケットが販売されれば、多くの人が購入するのではないかと思う。
グラフィックにここまでこだわった作品だからこそ、
なぜキャラクター編集にここまで制限をかけるのか理解に苦しむ。


運営・開発について
1点 / 5点

　発売当初から多くの不満が出ていたにもかかわらず、改善のテンポや優先順位には疑問が残る。
もちろん、開発者個人への誹謗中傷や脅迫が許されないのは当然であるが、
一方で、通常の不満や改善要望まで発信しづらい空気が生まれているようにも感じる。
結果として、ユーザーと開発側の距離がかなり開いてしまった印象がある。
　本作は、開発者の“こだわり”が強く出ている作品だと思う。
しかし、その“こだわり”がユーザーの遊びやすさや、
モンスターハンターとして求めている楽しさと噛み合っていない部分が多いと感じた。

 
その他

　SNSでは、不満を言えば叩かれ、「楽しんでいる人の邪魔をするな」といった反応も見かける。
しかし、不満や改善してほしい点を発信しなければ、作品は良くならないと私は、思っている。
良いところも悪いところも議論され、それが開発側に届くことで、
これからのモンハンシリーズがより良くなってほしい。

 
総評
20点 / 50点

　開発者の“こだわり”が詰まったゲーム。
アクションとグラフィックには確かに評価できる部分があり、戦っていて楽しい瞬間もある。
しかし、UI、導線、クエスト設計、キャラクター編集チケット、快適性など、
長く遊ぶほど不満が積み重なっていく作品だった。
食事シーン、生態系、シームレスなフィールドなど、作り込みたい部分に力が入っているのは分かる。
ただ、その一方で、狩りを快適に楽しむための部分が後回しになっているように感じた。
　2027年発売予定の大型拡張『アセンダンス』や、その後のアップデートによって、る程度不満なく遊べる作品になっている可能性はある。
　私はワイルズをデラックスエディションで購入しており、アセンダンスも“おそらく”購入すると思う。
それでも、現時点では他の人におすすめしづらい。
外野で話を聞いている方が楽しいゲーム、という印象が大きい。

それでも、私はモンハンシリーズが大好きである。
だからこそ、次のモンハンがもっと楽しく、もっと遊びやすい作品になってほしい。"
26,おすすめしない,26,"推奨スペックは十分に満たしているにも関わらず、頻繁にクラッシュします。乙る(死ぬ)度にクラッシュするし、酷い時には起動するだけでクラッシュします。購入するときにはゲームがそもそも遊べないことも覚悟しておきましょう。
モンスターとの戦闘もかなりクオリティが上がっていてとても楽しいのですが、ほんとにしょうもないクソモンスもいるのでストレスを溜めたくない人には向いてないです。"
27,おすすめ,2286,"UIや細かい操作性にイライラポイントは多いが、相殺の爽快感はシリーズ随一。
ライズサンブレイクで属性充填カウンターや滅・昇竜撃中毒になったプレイヤーには超おすすめ。

一方で間口が広がったからか初心者も多く、3人剣士の野良PTにガンナー乱入をかますHR999も少なくない。
またホストが討伐しようとしているのに勝手に捕獲するプレイヤーも異常に多く、その逆もまた多い。
古のハンターにはジェネレーションギャップがあるだろう。

キャンプ放置勢もちらほらいるので、懐かしき伝統芸も見られるぞ。"
28,おすすめしない,211,"最初はコンテンツの少なさが目立ちつつも、今までにない新鮮さと料理や釣りなどが新しくなったこのゲーム特有の小さな面白さを見つけつつ楽しい狩猟ライフを送り、世間の評判が悪くても良いゲームだと信じて遊んでいました。
しかしアップデートで追加されたモンスター達との戦闘は不快な要素が多く、特にランスを愛用していた私にとってはラギアクルスやゴグマジオス等の異常なガード削りがとてもきつかった。
対策自体はあるもののそれを前提として立ち回らねばならない狩りは楽しさがなく不愉快だった。
さらにスルー出来るモンスターならともかくエンドコンテンツを触れるうえで避けては通れない相手でもあるので好きな武器を使えず、使ったら面白くないという状態がずっと続き、流石に楽しさを見出すのが難しくなりました。
信じていただけにとても残念です。"
29,おすすめしない,63,"ガンランスと笛だけは歴代最高
それ以外はうんち
特に無駄にわかりづらくて移動時間の長いマップと無駄に長時間お散歩させられるのがごみ]"
30,おすすめしない,5,"モンハン版FF13
当時一本道と揶揄されたFF13のストーリー進行と近い感覚でストーリーをやらされました
このストーリーに感情移入できないのであれば苦痛に近いです
マップも広いですが情報量が増え見づらいです
UIもそうですが全体的に洗練された印象を受けません誰がどこにいるのかも分かりづらい
セクレトが無限ループして目的地に辿り着かない
初めてクリアまで行けないモンハンでした
もうモンハンは買いません"
31,おすすめ,107,"ひとまず、マスターランクへの足掛かりとしては歴戦王マラソンまでしなくても十分だろう。といったところまでプレイした感想です。
　モンハンライズやサンブレイクの方が楽しいというコメントも見られますが自分としてはゲーム性が違い過ぎて比較対象として不適切という感想になります。
　ライズやサンブレイクが、ロックマンシリーズやファンタジー系アクションRPGだとするとワイルズはデビルメイクライやストリートファイターに近い方向性でしょうか？
　各種ジャストアクションを能動的に回せるのであれば爽快感を感じながらハンティングを楽しめるが扱えないなら攻撃にビビり散らしながら逃げ回る事になるので楽しさより苦痛を感じる事になるのは想像に容易いです。
　ゲーム側で用意されたスキルでどうにかする任天堂のハードで遊ぶモンハンが好きなら、任天堂ハードのタイトルを待った方がいいかも？
　プレイヤー側のスキルでどうにかするモンハンが好きなら断然ワイルズといったのが自分が両者を比較したうえでの感想になるでしょうか。

　次は発表当初から指摘されているパフォーマンス問題ですが自分のPCのスペックは下の通りで必要十分なスペックを持っていますが読み込み周りでちょっと遅延があるかな？特にZ軸の空間の読み込みが上手くいっていないのが少し気になる。といった感想でしょうか。
　プレステ５のマシンスペックに依存したパワープレイをしてしまっているのではないのか？最近のゲームは高性能すぎるゲーム機に対応するため開発費が青天井になってしまっている事は知っているのでゲーマーとしてはこんな無茶をするなら妥協しろ。売り手も買い手も幸せにならない。そんな思いを抱えながら遊んでました。
　マスターランクの初報も発表されましたしマスターランクまでにシリーズ伝統の読み込みが画面を復活させた方が双方にとって幸せな結果になるのではないでしょうか。

　総評
　賛否両論の評価は妥当。
　カプコン本来のゲーム性が好きな人にはオススメ。
　マスターランクに向けた開発元への最大の要望はモンハンシリーズへの意気込みもプレッシャーも理解できるから全部盛のビュッフェではなく。磨き抜かれた一点物としてのモンハンが見たい。できる事できない事の取捨選択をしてほしい。でしょうか。"
32,おすすめしない,89,アセンダンスが発売予定となったので言いたいことがあるのですが、未完成のゲームを定価約１万円で売っておいて追加コンテンツが有料だとは思いませんでした。舐め腐った商売
33,おすすめ,139,"最終アップデートから始めました。
細かいストレスもありましたが、無印作品の中では一番面白かったです。
かなり批判されている作品ではありますが、今から買う分には後悔することはないと思います。"
34,おすすめしない,264,"負荷の影響かグラフィックが怪しくなりがちでムービー中もキャラの肌が麻袋化してガンギマリする
キャラクリしても違う顔になって口の動きがパペット化する
拠点行くとNPC含めキャラの顔色が悪く亡者みたいに…

モンスターはそうなってても違和感ないけど人物がこうなるとモチベダダ下がりになるしswitchのライズの方が活き活きしている

狩りや素材収集に関しては出過ぎなくらい出るので3回くらいで装備が揃う難易度

懐かしいモンス来てもそれのせいでやってる感が薄まってるような気も

ワールド、アイスボーンから皮ペタからの反省か素材元のモンスを意識した武器の作りなのだが色々勿体ないなと"
35,おすすめしない,77,"過去作までと比べると、ソロの人が楽しめるようになったかなとは思う。
一方で、みんなでワイワイストーリをクリアしたい！という人にとっては不便というか、そんな遊び方が想定されていなそう、、、
懐古厨といわれるかもしれないが、昔の作品の方が好きです。"
36,おすすめ,26,"正直に言うと、半分はお情けのような意味でのサムズアップです。
僕はこのゲームを3000円台で買いましたが、もしフルプライスで発売日に買っていたら厳しかったと思います。
モンハンシリーズは好きですが、今作はプレイしていて辛かったです。
本当にワクワクしませんでした。狩猟以外のすべての要素が楽しくないです。
これでもアップデートで改善された方だとは聞いていますが、UIの不便さがボディブローのように効いてきて、まだ上位に上がったばかりなのにそろそろギブアップしたいと思いつつあります。

「何が良くないか」という点については他のレビューで散々書かれていると思うので詳しく羅列するつもりはありません。
ただただ、アセンダンスでは良くなっていることを願っています。

ここから先は他ゲームとの比較が入ります。
苦手な方は読まないでください。

僕は個人的に「龍が如く」が比較対象として適切だと思いました。
開発元も、世界観も違いますが、目指すべきゲームのスタイルはかなり近いと思っています。
・プレイ時間の多くがムービーや会話シーンで占められている
・メインストーリーを進めるか、寄り道をするか選ぶことができる
・寄り道ではサブストーリーなどを通して色々なキャラクターとの交流をしつつ、メインストーリー攻略で役立つアイテムや強化などのメリットが受けられる
・シリアスな物語、過酷な世界観である一方で、戦いや寄り道の楽しさがそれを中和してくれる
しかし龍が如くシリーズはシナリオの一員として没入し、どれだけ長いストーリーでも最後まで集中して楽しめた一方で、ワイルズは本当にワクワクしなくて、苦痛でした。
ワイルズのストーリーでずっと感じていたことは疎外感です。主人公は中途半端に言葉を発しますが、特にバックグラウンドの設定がなく、基本的に他のキャラクターたちが勝手に物語を進めていきます。いうなれば主人公は日雇いハンターのような、物語の中でモンスターが登場したときに対処する要員です。だから、何かが達成できたときに、自分の行動によってそれがなされたという実感が全くないです。
そもそも新しい拠点の開拓やキャラクターとの出会いといった物語の転機には、もっと感動があるべきだと思いました。禁足地の最初の拠点から次の拠点に行くまで、なんとモンスターを２体狩るだけです。まだ最初の拠点の構造すら把握しておらず、愛着のアの字もない状態で新しい拠点に移動します。モンハンワールドで言うところのアステラのような、プレイ中にBGMや風景が脳内に焼き付けられるような心のふるさとがこのゲームにはありません。今でもポッケ村の音楽を聞けば、ゲームを起動して「今日は何をしようか」と思う期待感や、クエストをクリアして帰ってきたときの達成感が蘇るように、拠点の存在はすごく重要なのだと感じました。
寄り道をするメリットがなさすぎるのも苦痛に拍車をかけています。龍が如くシリーズでは物語を進めるかどうかの選択権がプレイヤーに委ねられており、サブストーリーやミニゲームで遊んだりして、楽しみながらストーリー攻略の万全な準備をすることができます。それは寄り道が楽しくて、且つ明確なメリットがあり、コンプリート欲が刺激されるから成立することです。しかしワイルズの寄り道には本当に魅力を感じませんでした。〇〇を捕まえてこい、釣ってこいと言われても手がかりが少なく、かといって放置すると次のミッションが始まらないというストレスを抱えることになります。確かにワイルズはRPGではないので経験値の入手などのメリットを用意できないのはわかりますが、それならこれまでの作品のように新しい食材の開放などを報酬に用意してくれればいいだけだと思います。武器でも、装飾品でも構いません。寄り道の内容が楽しくない上に、メリットがないのが苦痛です。それならストーリーを進める前に装備を強化すればいいじゃないか、と考えるのですが、そもそもストーリーを進めないと武器はまともに強化の段階が解放されません。防具に関してはわざわざ作らなくても攻略できてしまう難易度なので、やっぱり寄り道する理由が全然ないのです。
こうなるとプレイヤーはただひたすらストーリーを進めることになるのですが、セリフとセリフの間の長い薄味な物語がムービーやとことこ会話タイムを通してひたすら展開され、いつになったら新しいモンスターと戦わせてくれるのか、じっくり待つだけになります。「プレイヤーが干渉できる時間が短いこと」自体は悪じゃありません。現代でもビジュアルノベルというジャンルは生きていますし、前述の通り龍が如くはこのスタイルで人気を誇っています。そもそもそのシステムがモンハンと相性が悪いと言ってしまえばそれまでですが、相性が悪いにしても活かす方法がうまくないように思えました。寄り道が魅力的で、物語に没入感があれば、同じスタイルでも十分に名作になるポテンシャルはあったと思います。
これは好みの範疇になってしまいますが、チャタカブラやケマトリスのような「突発の敵」と、ドシャグマのような「因縁の敵」をうまく使い分けて物語に生かすことができていないように感じました。例えば「守人に関する情報が欲しい」→「とある集落に行けばわかるかも」→「しかしドシャグマのボスが縄張りを貼っていて近づけない」といったシチュエーションを用意しておけば、小目的と大目的が明らかになりますし、プレイヤーが「ドシャグマ討伐作戦」を仲間と共に計画し、倒すことでキャラクター達と達成感を共有し、より団結することができます。こういったことの積み重ねでプレイヤーはNPCにも魂を感じて、その一員になれたように感じられるのだと思います。目的達成までの過程で予定外に突発的な敵が現れる、といった展開でより窮地を演出することもできますし、そんな構成なら退屈することもなかったと思います。思えばワールドでゾラマグダラオスをみんなで撃退したときの団結感はすごかったし、プレイヤーを蚊帳の外に感じることもありませんでした。もしかしたらワイルズのシナリオも１つの映画としては良い出来なのかもしれませんが、ゲームシステムやモンスターといった世界観と組み合わせるにあたり、噛み合っていないように感じました。
長々と書きましたが、本当にモンハンシリーズが好きなので、今作のストーリー攻略中は心の底から悲しい思いでした。なんだか「駄作とも言えないが名作からは程遠い、それ故に全然話題にならない洋ゲー」にモンハンというコンテンツが乗っかっているかのような作りで、どうしてこれをモンハンでやってしまったのか、やるにしてもなぜこんなにうまくいっていないのか、本当に残念です。作り手の作りたいものと、プレイヤーの遊びたいものがここまで乖離している作品もなかなかないのではないでしょうか。
今作に対して寄せられている声の中には、過剰なネガキャンや「言いすぎ」なものがたくさんあります。僕はその上で、小学生の頃から好きなモンハンというコンテンツをより深く知り、なんなら擁護したいという意味で遅れながらもこのゲームを買いました（大人になり、忙しくてプレイできなかったという背景があります）。しかし実際にプレイして思ったのは、批判されるのに十分な理由があるということです。
もし今後もこのスタイルでモンハンを作るのであればもう触れる必要もないと思ってしまうのですが、これが自分にとって最後のモンハンの思い出になるのもまた悲しいものです。すべての声にこたえるのは当然不可能ですが、アセンダンスではプレイヤーが期待しているモンハンが帰ってくると信じています。"
37,おすすめしない,344,"一つどうしても許せない点があります。
それは鎧玉の絞り具合です。コンテンツが少ないからか、初期の異常に絞った結果、今でも改善されておりません。
防具のレベルが全然上がらないモンハンなんてやったことがありません。
一応それらしいクエストがあるものの、1回クエストクリアして、防具のレベルが１上がるぐらいしか手に入りません。1つの防具をレベルマックスにするのに10回以上虚無なクエストをする。
本当に意味が分かりません。鎧玉集めがエンドコンテンツになっています。しかも防具は5つまで装備できるだけであって、組み合わせによっては50個ほどレベルをMAXにする必要があります。
先ほど書いたクエスト以外ではクリアしても1上がらないことが9割を超えております。
装備のレベルを上げるのなんて面白くありません。"
38,おすすめしない,254,ゲーム中頻繁にフリーズして落ちる未だに改善されてない　もう少しでクエスト達成出来そうなタイミングで不具合発生して時間の無駄になる事が多い　完全に萎える
39,おすすめしない,24,"色々とアップデートで最適化されそれなりにマシになりました。
しかし色々と設定をいじり、中程度の設定でも9070XTが使用率100％に張り付きます。
もうこれは最適化云々の問題ではなく、このゲームの設計が間違ってると思います

個人的にGPU使用率100％で酷使したくないのでアセンダンスで大幅なゲーム全体の再設計に期待します。"
40,おすすめ,425,"モンハンが好きだ
今作のモンハンもとても好きだ
個人的にはワクワクするモンハン
100年後も遊びたいですね、
さすがになれましたけど最初に触れた時は｢UIひどいなこれ｣とは思いましたね。

長く遊べるゲームなんてそうそうないので僕は大好きです。目指せ10万時間"
41,おすすめ,278,"アイスボーンをちょっと触ったくらいで、やりこんだのはこちらのワイルズが初めてです。
自分はFF14コラボのために買いましたが元は十分取れましたし大変満足しています。
様々なゲーム作品のクロスオーバーやコラボを遊びましたがここまでお互いのゲームをリスペクトしたコラボはなかなかお目にかかれないと思います。
まさかモンハンの世界でDPSチェックされると思っていませんでした。
オメガ零式の難易度は想像以上でした。最高です。
上限解放強化ができるようになったため、周回要素も増えてきました。
ストーリーが一本道なのはまあ…確かにそうかもしれませんが、RPG慣れしている人からするとまあそんなもんかなという感覚です。
古株ハンターさん達からは不評かもしれませんが、自分のまわりの光の戦士の間では好評でした。
惜しむべくは必要スペックが高いことでしょうか。最近PCパーツ高いですしね…。"
42,おすすめ,80,"※2026/06/19 修正後
結論、不満はあれどかなり楽しめるのでオススメします。
マルチも上位に入れば人がいるので、素材集めも不便はないと思います。
ネガティブな意見や評価を知った上でセールの際に購入しましたが、
私がオススメできると思った一番の理由は、ワールドよりもストレス無くプレイできるということです。

ワールドよりもストレスが無い理由としては、

①クラッチクローがない
②乱入モンスターの咆哮合戦による妨害がワールドと比べ、極めて少ない
③動きの遅い武器種でもハンターには相殺やカウンターアクションがあるので対応できる。
④レウスがずっと飛び続けるようなことはなく、地上で戦ってくれるので剣攻撃が当たる

これだけでも、かなり戦闘のストレスが軽減されると思います。

しかし、不満点はあります。

①ストーリーに興味はないので、強制歩きはマスターランクではやめて頂きたい。
②支給品ボックスがなく、セクレトに乗っての支給品補充は不便なので、支給品ボックスを復活させてほしい。
③食事は食材を消費して注文する方式でなく、ワールドのようにお金か調査ポイントで支払って
料理を注文できるようにしてほしい。

以上が私の大きな不満点です。

③の食事については、食材を消費する方式にするならせめて商人から買えるようにして欲しいです。
普通に考えて食材を売る商人がいないのは世界観的にかなり不自然ではないでしょうか。
本作では料理へのこだわりがあるとのことですが、拠点となる各地の村の風景の中に
食料品がないのに村人たちはどこで食料を買っているのでしょうか？


最後に本作はオープンワールドですが、上位に入れば従来のエリア制のような感覚で
プレイできるのでマイナスな点はあまりないと思います。

ワイルズは色々と批判の多い作品ですが、私はワールドよりも好きな作品です。
アセンダンスも購入する予定で今回買いましたが、モンハン以外のアクションゲームをやる気にならないくらい大好きな作品です。"
43,おすすめしない,191,"強制移動と強制カメラそして強制会話とムービーのオンパレードでマジでだるいです
強制移動はまあしゃーないかなと許すとして、カメラまで制限する理由がマジでわかりません
採取しようとしても強制的に戻されたり、いきなりクソ見辛いところに選択肢表示されてA以外のボタン受け付けなくなったり本当にダルいです
ストーリー終わるまでずっとコレです
いやマジでくっそダルいんでこんなMMOのストーリーみたいなことやるなら全スキップできるサービス追加するべきでは？とか思いますねいや本当にだるいんで"
44,おすすめしない,450,いつまで通信エラーでんだよ簡単にマルチされて悔しいのか？まじでプレイ以外でのストレス要素うざい。
45,おすすめしない,83,"ワイルドなモンスターと戦いたいのに何で人造モンスターと戦わないとあかんねん
とことんワイルドさせろや"
46,おすすめ,81,"希望小売価格の価値は無いかもしれないが、セール価格なら間違いなくありです。
ただ、自分のPC構成
CPU: Ryzen 7 9700X / GPU: RX 7700 XT / RAM: 32GB / 電源: 850W / MB: MSI B650M-WiFi / OS: Windows 11 / ドライバ: 26.6.1（Adrenalinなし・ドライバのみ）
ですら、ブラックアウトしまくりでまともにプレイできませんでしたが
AMDSoftwareで、「最大周波数90％、電圧95％、電力制限-10％」
RyzenMasterで、「CPUをエコモード」で運用し、ファンコントローラーなどで温度管理をすれば
120fpsでブラックアウトせずプレイできるようになるので、AMDユーザーでどうしても問題が出る場合は
ダメ元で試すのもありかと。"
47,おすすめ,66,"MHR:SBから始めて2ndG、Tri、3rd、TriG、4、W:IBとやった上でのWilds。
色々言われていますが、個人的には素晴らしいゲームだと思っています。
感動するストーリー、進化したグラフィック、モンスターの行動。
武器を知らない人々。次々と現れる難題に、""ハンター""がどう立ち向かうか。
英雄の証アレンジ、メインテーマを始め、素晴らしい曲が多いのも高評価です。
特にTriを遊んでいた方にはラギアクルス戦はやってほしい。

レア素材確定クエストなどはあり、周回は比較的早く終わりますが、やり込み要素は上位の現在ですらMHR:SB程あり、マスターランクではどうなってしまうのか楽しみです。"
48,おすすめ,1322,"1300時間プレイして、最後のアルシュベルドが実装されて少しした頃に（２月下旬）プレイするのをやめたけど、巷で騒がれる様なクラッシュには全く遭遇せず、バグにもほぼ遭遇せず、最後まで普通に楽しめた。不満が全く無いわけではないが、ゲームのコアである狩りの部分についてはほぼ不満は無く、色々な武器をその都度工夫して使い楽しめたので、やはりMHのアクションは随一だなと改めて思った。
昨今のゲーマーは補助輪や運営による手厚いサポートを前提とした、ヨイショされた状態で、ただ単純に手軽に気持ちよくなる事でしかゲームを楽しめない人達が多いのだろうなと、批判内容を見ると思えてくる。こと負荷の重いPCゲームをやる場合、それなりの環境設定が必要になるのだが、その知識すらない人が大勢いたからこその問題の多さだったようにも思う。事実を言えば最適化の問題は昔も今も全く変わらない。しかしながら現代では元来自己責任としてあった側面が欠落してしまっており、それが今回の様なネガティヴキャンペーンのスパイラルを生んでいるように思う。カプコンには企業としてこの問題が発生しないよう努力をする必要はあると思うが、今後も客である事を理由にあらゆるバッシングが正当化されるのであれば、中々恐ろしい市場になったものだと呆れ果てる次第だ。"
49,おすすめしない,164,中途半端な開発でマーケットに投入されたオンラインゲーム。納期と売上を最優先したプレイヤー無視のどうしようもない会社になりましたね。
50,おすすめ,51,"グラがきれいなモンハン。
正直微妙としか言えないけど、MR実装で改善すると信じて一応オススメにしておく。
ただ、モンスター少ないし、なんかプレイしてて楽しさが足りない感じ。"
